age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,Month,Day,Year
58,0,1.0,69,40598,1,1,0,20120,4,0,0,0.0,2,0,0,3256.502253,8.0,2,28175.41166,2,12866.5444,1,6,5,2015
64,0,0.0,65,41597,1,1,1,85040,1,1,1,0.0,89,0,1,4470.358921,6.0,0,15644.37243,4,21715.5041,0,3,3,2015
51,1,1.0,84,39321,1,0,0,50008,4,0,2,1.0,50,2,1,5308.094035,11.0,0,16792.65781,1,49550.97728,0,12,18,2015
33,0,1.0,79,34978,0,1,0,50005,3,1,3,0.0,30,0,1,3042.668244,10.0,0,12513.91085,2,18471.02271,0,10,13,2016
49,1,1.0,87,38924,1,0,0,85074,0,0,0,1.0,22,0,0,5675.452478,6.0,1,61536.89346,6,13662.64009,0,6,13,2016
68,1,0.0,53,42204,1,1,0,20136,6,1,1,0.0,35,0,1,11359.77073,8.0,1,6999.098886,1,12324.31485,1,3,6,2016
51,1,1.0,73,39310,1,0,1,85068,3,2,0,0.0,96,2,1,4194.826414,5.0,1,22074.42494,1,42877.13683,0,12,22,2016
50,1,1.0,78,39115,0,0,1,15025,5,1,0,0.0,13,2,1,9377.078912,5.0,2,17533.92178,6,34239.80037,0,6,20,2015
42,1,1.0,68,37396,1,0,1,50049,0,1,0,1.0,18,2,1,3700.992762,4.0,2,20741.47556,5,19783.63625,0,2,16,2015
41,1,1.0,97,37153,1,0,1,80042,6,1,1,0.0,66,0,1,5872.930604,5.0,1,7670.645222,0,13662.0731,0,3,20,2016
31,1,0.0,90,34368,1,1,0,80106,2,2,0,0.0,27,2,1,2903.146347,4.0,2,9707.979288,3,24129.625030000003,0,4,22,2015
60,0,0.0,50,40940,1,1,0,85041,0,2,0,0.0,98,0,1,8477.042806,7.0,0,37057.18632,2,18636.53538,0,2,23,2015
69,1,1.0,87,42353,1,1,1,50037,2,1,4,1.0,1,2,1,2304.3481690000003,7.0,2,17320.945330000002,4,44540.60298,0,3,25,2015
45,0,1.0,61,38061,1,0,0,20120,3,1,0,0.0,21,0,0,2873.264289,2.0,1,32035.79795,4,23298.46973,0,9,3,2015
22,1,0.0,66,30916,1,1,0,15034,6,1,0,0.0,49,1,0,2874.871596,4.0,0,15005.98125,1,34604.310880000005,0,11,13,2016
45,1,1.0,70,38058,0,1,0,20148,4,1,0,0.0,94,1,0,2625.402703,6.0,1,19151.31085,6,17517.88542,1,11,13,2015
48,0,1.0,85,38733,0,1,0,80030,5,1,0,0.0,60,0,0,6727.282243000001,4.0,0,29942.33231,0,4123.605432,0,12,17,2016
56,0,0.0,75,40265,0,1,1,50005,5,2,2,1.0,26,2,1,6255.901065999999,5.0,2,29187.56163,1,26423.28171,0,12,24,2016
57,1,1.0,85,40427,1,0,0,50039,6,1,1,1.0,43,0,1,11038.533,6.0,0,15279.99808,5,13762.47316,0,1,3,2016
51,1,1.0,46,39317,1,1,1,20105,5,1,0,0.0,11,2,1,4020.470723,7.0,0,39461.92342,6,26195.94284,0,6,6,2015
37,0,1.0,62,36086,1,1,1,85051,0,2,0,0.0,54,2,1,3720.846981,5.0,2,44218.70562,4,43448.30768,0,2,22,2016
81,0,1.0,97,43949,1,0,0,15035,3,0,1,1.0,34,2,1,4031.356424,1.0,2,7717.54312,5,36891.96211,0,2,19,2015
52,1,1.0,43,39515,1,1,1,50025,5,1,0,0.0,29,0,0,5999.351178,6.0,2,12589.82083,2,42945.158610000006,0,6,11,2016
31,1,1.0,81,34336,1,1,0,80020,6,1,1,0.0,7,2,0,2888.991105,6.0,0,22259.49378,0,19676.47428,0,2,22,2015
40,0,0.0,58,36885,1,1,0,80108,0,1,2,0.0,49,2,0,4154.22536,6.0,2,20337.08264,1,20522.90331,0,2,16,2015
24,0,1.0,79,31790,1,1,1,20159,3,1,0,1.0,96,0,0,2411.2912760000004,5.0,0,22906.45549,0,11472.25229,0,4,30,2015
47,0,0.0,86,38520,1,1,1,85036,4,1,0,0.0,32,0,0,6557.4940670000005,8.0,1,26407.55012,6,17885.92124,0,9,25,2015
28,1,1.0,83,33324,0,1,1,80034,2,1,1,1.0,0,2,0,6430.201863,5.0,1,14841.29942,6,29566.814960000003,0,2,4,2015
39,1,1.0,82,36648,0,0,0,15005,5,0,0,1.0,83,0,0,4661.986073,4.0,2,10229.45913,2,11507.70256,0,2,6,2016
56,0,1.0,39,40260,1,0,1,80022,0,1,0,0.0,93,2,1,7002.941847,3.0,2,47372.82456,6,11531.11232,0,3,23,2015
57,0,1.0,57,40438,1,1,1,15021,1,1,2,0.0,28,0,1,7741.147445,10.0,0,3653.346777,4,39775.37855,0,3,3,2015
40,0,1.0,90,36879,1,0,1,85043,6,1,0,0.0,1,2,1,2488.423362,6.0,0,31112.45901,6,19749.68463,0,11,13,2016
32,1,1.0,87,34666,0,0,1,15025,5,0,0,0.0,88,2,1,7866.293070999999,6.0,2,25781.75967,5,20545.81341,1,12,5,2015
46,1,1.0,94,38282,1,1,0,80006,4,1,0,0.0,95,0,0,5636.253953,0.0,0,31302.5092,6,18891.66244,0,9,2,2016
64,0,1.0,47,41619,1,0,1,50021,2,1,1,0.0,3,0,1,4495.425102,4.0,1,20169.59082,3,13035.04556,0,5,13,2015
53,0,1.0,91,39698,1,0,0,20111,3,0,0,1.0,0,2,1,7912.431769,12.0,2,26060.69831,2,7681.782620999999,1,6,30,2016
24,1,0.0,82,31794,1,1,0,20136,3,1,0,0.0,70,1,0,5002.308167,7.0,1,34063.38967,6,5959.717,0,1,15,2015
44,0,1.0,55,37818,1,1,0,85021,5,1,1,1.0,100,0,0,7253.351656,2.0,0,23325.3069,6,21751.78161,0,4,9,2016
28,0,1.0,65,33323,1,1,0,85023,0,1,1,0.0,30,1,0,6665.327357,5.0,1,15717.17549,3,19150.89565,0,10,10,2016
48,0,1.0,84,38702,0,0,0,80006,3,1,2,0.0,32,2,1,2906.716735,6.0,2,32770.2704,6,22681.64401,0,11,24,2016
42,0,1.0,89,37390,1,0,1,50003,5,1,2,0.0,4,0,1,709.1622462,2.0,0,32152.7755,1,16523.51172,1,10,15,2016
30,0,1.0,79,34008,0,1,0,15027,3,1,0,0.0,9,2,1,3274.859128,7.0,0,13497.43505,4,14164.55744,0,2,26,2015
45,0,1.0,81,38064,0,1,0,15010,1,1,1,0.0,32,2,0,8739.198226,6.0,2,16008.94941,2,18934.70956,1,6,14,2016
45,0,1.0,76,38069,0,1,0,80035,2,2,0,0.0,6,2,1,7190.2744920000005,4.0,0,5220.140982,2,13112.10223,0,12,21,2016
34,0,0.0,94,35269,1,1,0,50047,0,2,0,0.0,97,2,0,2875.157011,6.0,2,24537.84474,3,22775.87171,0,10,3,2016
61,0,1.0,87,41108,1,1,0,80001,1,1,0,0.0,31,0,1,2945.793014,3.0,2,11105.07751,2,21027.78778,0,3,31,2015
45,0,0.0,71,38083,1,0,0,20152,4,2,0,0.0,99,0,1,6122.209089,9.0,0,8363.01158,4,13287.52258,0,2,19,2016
43,1,1.0,85,37610,1,0,0,20106,5,1,0,1.0,84,0,1,5980.517766,3.0,1,21331.545680000003,1,17222.63541,0,12,3,2016
68,0,1.0,87,42195,0,0,1,15009,5,1,0,0.0,1,0,1,1088.767839,8.0,0,15082.26734,2,24121.166230000003,0,5,23,2015
44,1,1.0,83,37848,1,1,0,80021,5,1,0,1.0,49,0,1,5343.262499,5.0,1,23952.5686,5,17268.68685,0,4,9,2016
66,1,1.0,92,41886,0,1,0,20119,0,2,0,0.0,43,2,1,6115.705592,5.0,0,7083.033305,1,19526.87196,0,5,4,2015
32,1,0.0,63,34642,1,1,1,50021,0,0,0,1.0,2,1,0,8499.51528,4.0,1,19182.97379,0,22027.02622,0,4,20,2015
29,1,1.0,87,33661,1,1,0,50052,4,0,2,0.0,54,1,1,4089.128899,6.0,2,15652.290530000002,1,47458.81458,1,10,2,2015
32,1,1.0,75,34688,0,1,1,80005,5,1,0,0.0,98,0,0,7216.110723000001,6.0,2,7966.205073999999,0,51247.05337,0,1,23,2016
45,1,0.0,84,38061,1,0,1,15015,0,2,0,0.0,2,0,1,4181.655995,6.0,1,54298.40211,3,10571.48677,0,5,18,2015
38,0,0.0,69,36376,1,0,1,80021,1,1,1,0.0,4,2,0,7692.734957,9.0,1,24844.29095,6,24274.71473,1,3,15,2016
46,1,1.0,69,38285,1,0,1,80106,5,2,1,0.0,66,0,1,5619.795308,3.0,1,32568.34119,5,10131.11125,0,12,10,2016
36,1,1.0,79,35844,0,1,0,15046,3,1,0,0.0,4,2,1,4526.090679,8.0,2,12466.35718,2,17238.58679,0,7,21,2016
55,1,1.0,54,40071,1,0,0,85040,3,0,0,1.0,48,1,0,4795.061916,3.0,0,18929.16505,1,12500.15186,0,2,18,2016
23,1,1.0,62,31365,1,1,1,80030,6,1,0,0.0,69,1,1,9985.275233,1.0,2,31057.15689,2,8576.747176,0,8,2,2015
24,0,1.0,89,31762,0,0,1,50027,1,0,1,1.0,50,0,1,5160.825797,6.0,1,29396.07513,1,26830.41098,1,8,16,2016
40,1,1.0,90,36888,0,0,1,80005,3,0,0,0.0,56,0,1,3021.516099,3.0,0,25065.03304,3,12331.58424,1,5,5,2016
39,0,1.0,57,36648,1,0,0,85062,5,1,1,0.0,100,0,0,4832.771952,5.0,0,38146.46975,2,24354.48237,0,6,27,2015
37,0,1.0,74,36115,0,1,0,85077,1,1,0,1.0,86,0,1,4380.4379340000005,3.0,0,10098.39187,5,53220.01686,0,9,1,2015
53,1,1.0,30,39711,1,0,0,80025,2,1,0,0.0,2,0,1,6313.711244,3.0,2,36835.40834,2,17628.6778,0,9,9,2015
38,1,1.0,90,36361,0,0,0,80109,6,2,0,0.0,38,0,1,2635.477033,7.0,1,10654.08813,5,9220.558254,0,2,15,2015
55,0,1.0,78,40078,1,0,1,20103,4,2,0,0.0,75,2,0,7009.193073,6.0,0,17279.39483,3,19206.83149,0,9,23,2016
35,0,1.0,86,35552,0,0,1,50047,1,1,0,1.0,81,2,0,5442.882053,7.0,1,13151.10635,1,45910.54886,0,12,8,2015
68,0,1.0,71,42185,1,0,1,85003,1,2,1,0.0,1,2,1,3803.322946,4.0,1,61841.84668,1,12126.53276,0,6,2,2015
36,0,0.0,57,35826,1,0,0,15035,2,1,0,0.0,99,2,1,2543.832579,4.0,2,16210.84249,1,40394.87647,1,9,28,2016
19,0,0.0,83,29447,1,1,1,15004,3,1,0,0.0,15,1,1,1647.210648,6.0,1,40025.7011,4,29630.23893,1,6,9,2016
45,1,1.0,41,38050,1,1,0,15037,6,2,0,0.0,63,2,0,3806.590825,3.0,2,33905.0327,1,17548.05432,0,2,22,2015
60,1,1.0,6,40964,1,1,1,20137,4,0,1,0.0,100,0,1,4203.554068,4.0,2,17407.56786,4,17622.273080000003,0,7,10,2015
34,0,1.0,71,35254,1,1,0,85025,6,2,0,0.0,40,2,1,6489.985738,2.0,2,22979.36526,1,33184.700789999995,0,10,4,2015
41,0,1.0,61,37138,1,1,1,20109,2,0,2,1.0,64,0,1,2840.661727,5.0,2,36995.43472,4,41954.18384,1,12,16,2015
42,1,1.0,67,37381,1,0,0,50012,0,1,0,0.0,69,0,0,4909.38375,5.0,1,11289.81842,4,27367.86853,0,5,4,2015
35,1,1.0,70,35542,1,1,0,15001,4,1,4,0.0,4,1,1,6087.885932,6.0,0,16978.84274,3,11305.44409,0,6,26,2015
38,1,1.0,64,36377,0,0,0,50057,5,0,0,0.0,93,0,1,8606.239963,6.0,0,26275.67868,4,39447.40423,0,7,18,2015
42,0,0.0,85,37392,1,1,1,15025,0,0,0,0.0,27,2,0,6128.578578000001,7.0,0,21272.91781,1,12848.87567,0,11,28,2016
39,1,1.0,71,36632,1,1,0,80108,1,1,0,0.0,61,0,1,9094.699021,4.0,2,16736.2884,0,40283.32704,1,8,16,2016
67,0,0.0,97,42050,1,0,0,20109,5,1,0,0.0,100,2,1,6426.094382,6.0,0,18732.66793,5,30443.305160000004,0,12,17,2016
48,1,1.0,52,38710,1,0,0,15033,2,1,0,0.0,99,0,1,1833.55233,8.0,0,24924.8787,1,35272.8554,0,9,30,2015
35,0,1.0,82,35550,1,1,0,80102,4,1,0,1.0,5,0,0,3198.0860190000003,6.0,2,13852.716,4,27786.32848,0,10,21,2016
45,1,1.0,70,38073,1,1,0,80010,0,1,0,0.0,74,2,1,7741.313037999999,4.0,0,19711.04706,4,26797.952,0,7,18,2016
69,1,1.0,83,42360,1,1,1,85029,3,1,0,1.0,99,0,0,3122.481894,5.0,0,8983.421625,3,9473.028168,0,3,19,2015
69,0,1.0,80,42346,1,1,0,50049,2,2,0,0.0,35,0,0,4396.440697,5.0,2,40923.37927,2,47015.085,0,10,28,2015
43,1,0.0,65,37613,1,1,0,85078,4,1,2,0.0,28,2,1,5080.317983,8.0,0,34922.56558,6,7617.622706999999,0,8,21,2015
23,1,1.0,71,31358,1,0,1,80034,0,2,0,1.0,40,1,0,12363.30575,3.0,1,18155.23287,3,33072.84186,0,7,20,2015
31,1,1.0,65,34316,1,1,0,50012,4,0,0,0.0,2,2,0,3057.227559,5.0,0,19302.62877,2,6809.657789,0,2,12,2016
44,0,1.0,55,37864,1,0,0,50029,6,0,0,1.0,65,0,1,6871.881431999999,6.0,0,22167.64397,4,32247.8612,0,6,12,2016
44,1,0.0,89,37842,1,0,1,50025,4,2,0,0.0,2,2,0,4165.742653,2.0,1,16029.900780000002,6,15501.12536,0,8,5,2016
60,1,1.0,79,40947,1,1,1,20143,6,1,0,0.0,50,2,1,2449.730519,3.0,0,41494.02882,5,45283.96188,0,3,13,2016
44,1,0.0,49,37832,1,1,0,15031,1,2,4,0.0,35,0,1,4266.276358,6.0,1,10074.26286,3,21551.03498,0,6,16,2015
48,1,1.0,85,38712,0,0,1,80037,5,2,1,0.0,100,2,0,5198.476612,5.0,0,28576.28647,2,45085.21909,0,6,4,2016
33,1,0.0,45,34968,1,1,0,15012,0,1,0,0.0,100,1,1,3852.141446,9.0,1,47253.4469,5,20198.86447,1,11,2,2015
43,0,0.0,69,37587,0,0,1,20160,5,1,0,1.0,1,1,0,1581.799975,6.0,2,33491.05703,2,19598.74947,1,10,29,2016
42,1,1.0,78,37355,1,1,0,15031,0,2,1,0.0,91,2,1,3501.157391,3.0,1,14760.21783,5,19628.23619,0,11,14,2016
57,0,1.0,76,40425,1,1,1,15025,3,1,0,0.0,43,2,1,2965.590581,6.0,2,17078.85859,4,14622.72582,0,1,7,2016
52,1,0.0,66,39518,1,1,0,85008,6,0,1,0.0,4,0,0,4845.925209,9.0,0,36678.29024,4,26600.88895,0,1,31,2016
36,0,1.0,82,35837,1,1,1,80004,3,1,1,1.0,0,0,1,4197.737553,3.0,1,24448.11254,3,28646.15303,0,10,22,2015
36,0,0.0,84,35824,0,0,0,15037,3,2,0,0.0,54,0,1,4079.552892,10.0,1,18294.42634,3,12713.1723,0,9,10,2015
30,0,1.0,88,34025,1,0,0,20107,2,2,0,0.0,20,0,0,6984.606464,4.0,0,25337.17059,3,26524.95989,0,8,3,2016
33,1,1.0,91,34972,1,1,1,20104,2,0,0,0.0,17,0,1,2362.931457,2.0,0,19649.53817,0,30262.15239,0,9,21,2016
44,0,1.0,67,37834,1,1,1,85029,3,1,0,0.0,38,0,0,4049.738803,5.0,1,25729.90059,5,16807.40105,0,1,22,2015
47,1,1.0,75,38493,0,0,0,20103,0,1,0,1.0,76,2,0,3355.944706,7.0,1,9713.598103,0,12937.85467,0,3,2,2015
47,1,1.0,72,38500,0,1,1,80047,0,0,0,0.0,99,0,1,8208.442122,5.0,2,32242.340480000003,6,17884.7888,0,5,16,2016
44,0,0.0,69,37822,0,0,1,20110,4,1,0,0.0,3,2,1,7113.902943000001,5.0,1,27508.44427,1,24761.15469,0,5,22,2015
38,0,1.0,90,36365,1,0,1,80038,6,2,2,0.0,17,0,1,3263.618813,3.0,0,13347.05127,6,17599.192,0,1,11,2015
43,1,0.0,91,37614,1,1,0,20134,2,1,0,1.0,62,0,1,5102.644577,2.0,0,22203.26908,4,16317.23961,0,12,21,2016
52,0,0.0,62,39513,0,1,1,85015,6,1,1,1.0,34,2,0,5277.762651,7.0,1,21129.27156,0,19480.72126,0,1,3,2016
52,0,1.0,74,39525,1,1,0,50039,1,1,0,0.0,2,1,1,5582.474435,2.0,1,20423.86731,2,27355.486,0,3,15,2016
40,0,0.0,64,36896,1,1,1,50007,6,1,0,0.0,48,1,0,10336.28519,6.0,0,25496.54374,3,15714.24196,0,1,10,2016
44,0,1.0,87,37844,1,0,1,50049,4,2,0,0.0,92,1,1,2851.794234,4.0,0,7967.723945999999,0,29539.42834,1,2,26,2016
42,0,1.0,76,37366,1,1,0,80004,3,1,0,1.0,58,0,1,3460.008728,7.0,1,22429.9292,3,26554.19794,0,3,5,2015
48,0,1.0,93,38706,1,1,0,85022,2,2,0,0.0,87,2,1,3913.179688,5.0,1,18547.68674,2,10640.40543,0,10,14,2015
44,1,1.0,79,37850,1,1,0,20137,4,1,0,0.0,56,0,1,1583.482411,3.0,0,11882.71678,3,18823.27075,0,11,4,2016
46,0,1.0,86,38281,1,1,1,80012,6,1,0,0.0,52,0,0,3020.9966670000003,5.0,1,29887.2084,0,32756.71029,0,12,18,2016
34,1,1.0,65,35258,1,1,0,20103,5,1,0,0.0,8,0,1,9562.860596,4.0,1,35043.47396,5,15617.67519,0,11,14,2015
36,0,0.0,46,35837,1,1,0,85069,1,2,0,0.0,82,0,1,4935.29914,4.0,0,20956.86029,3,32226.00964,0,2,9,2016
33,1,1.0,85,34970,1,0,1,50009,5,1,0,0.0,5,0,0,6269.976468,6.0,0,17988.79129,5,30528.79657,0,4,30,2016
49,0,1.0,58,38939,0,0,0,20146,5,1,0,1.0,96,2,0,4362.004011,6.0,0,24530.64043,4,28258.95898,0,6,13,2015
44,0,1.0,52,37834,1,1,0,50013,4,0,0,1.0,5,0,0,5262.888948,4.0,2,19579.42305,0,58449.75532999999,0,9,9,2016
36,0,0.0,82,35821,1,0,1,50029,3,2,0,0.0,93,0,1,4200.554653,1.0,2,27359.17158,4,15664.38251,1,11,26,2015
36,1,1.0,90,35837,1,0,0,80030,5,1,0,0.0,97,0,1,4333.553911,5.0,0,21496.18529,1,40582.97839,0,10,24,2015
45,0,1.0,86,38066,1,0,0,85007,6,0,1,1.0,18,2,0,2325.141484,5.0,0,24160.47429,1,25652.09417,0,5,22,2016
62,0,1.0,87,41285,1,1,1,50006,3,2,0,0.0,89,0,0,2332.229977,4.0,2,22321.54863,6,12599.57933,0,2,12,2015
43,1,1.0,41,37625,1,0,0,50001,0,1,0,1.0,1,0,0,1000.693128,6.0,1,9098.861166,5,9463.905492,0,3,16,2015
79,0,1.0,65,43700,1,0,0,80034,2,2,0,0.0,94,2,1,3135.79305,8.0,1,36973.9753,4,26196.47997,0,6,29,2016
65,1,1.0,93,41750,1,0,1,20163,6,0,0,1.0,47,0,0,2151.574264,5.0,0,18921.68093,5,12591.04111,0,11,15,2015
36,1,0.0,49,35836,0,1,1,20156,4,0,2,0.0,1,0,1,5075.732346,7.0,0,46432.34615,2,16463.98876,1,11,25,2016
34,1,0.0,75,35269,1,0,1,80012,3,2,0,0.0,94,0,0,5943.301163,7.0,1,26642.69835,4,32475.50648,0,8,4,2016
91,1,1.0,55,45112,1,0,0,80012,0,2,0,0.0,53,0,1,5935.856379999999,11.0,0,32127.98009,0,42344.31885,0,10,12,2015
46,0,1.0,61,38274,1,0,1,50021,3,1,0,0.0,5,0,0,3400.809298,4.0,1,13891.65856,4,11764.49165,0,2,19,2015
45,1,0.0,81,38072,1,0,0,15003,5,1,0,0.0,20,0,0,6623.430179999999,6.0,1,11479.13744,4,30087.021060000003,1,4,23,2016
50,0,0.0,81,39131,1,1,1,80033,0,2,1,0.0,29,0,1,5694.3756060000005,8.0,1,47107.44054,5,9319.897436,0,11,9,2015
45,0,1.0,62,38074,0,0,0,85051,5,1,0,0.0,74,2,1,4125.158485,3.0,0,34910.55137,5,24606.56183,0,7,16,2016
48,1,1.0,79,38719,1,1,0,50037,3,1,0,1.0,26,0,1,2019.88875,3.0,1,22176.24827,4,17188.40632,0,12,22,2016
38,0,1.0,71,36361,1,1,0,50025,3,2,0,0.0,97,0,0,2387.228159,1.0,1,46822.94874,4,36069.25949,0,7,30,2015
55,0,1.0,88,40049,1,1,1,50047,0,1,0,1.0,7,0,1,5215.492104999999,4.0,2,26814.22215,5,20289.90939,0,8,15,2016
31,0,0.0,85,34344,1,1,0,15046,5,1,0,0.0,70,0,0,5814.405975,6.0,1,18779.70609,0,18238.15788,0,7,4,2015
50,0,1.0,83,39113,1,1,1,20148,6,0,0,1.0,94,0,1,7029.793062999999,7.0,2,37613.67945,6,31113.75568,0,5,3,2015
33,0,0.0,65,34957,1,1,0,15015,6,2,0,1.0,96,0,1,4320.713839,11.0,1,11927.9823,0,26899.57969,0,8,30,2015
24,1,1.0,88,31781,1,1,0,20163,4,0,1,1.0,71,1,1,4854.321169,5.0,0,9788.041588,0,29284.352280000003,1,1,22,2016
59,0,0.0,61,40770,1,0,0,20132,3,1,0,0.0,21,0,0,4056.638655,5.0,0,25084.19601,5,15338.32211,0,11,24,2016
54,1,0.0,76,39873,1,1,0,15022,6,1,0,1.0,69,0,0,746.3251293999999,6.0,2,9505.17552,1,6465.770833,0,12,18,2016
47,0,1.0,57,38500,1,0,0,15003,2,1,0,0.0,99,0,0,5400.713571,4.0,0,22126.2788,3,19535.82777,0,9,14,2016
58,0,1.0,77,40613,0,1,1,20148,1,0,1,0.0,50,0,0,2342.13297,5.0,1,12099.38168,5,21072.11122,0,4,21,2015
42,1,1.0,87,37365,1,0,1,20105,6,1,0,0.0,61,2,1,3674.752658,4.0,2,23664.71256,2,7760.095182999999,0,3,20,2016
66,1,1.0,91,41905,0,0,1,15025,1,2,0,1.0,80,2,1,4783.029788,2.0,0,33793.32937,6,18951.55314,0,11,8,2016
25,0,1.0,71,32173,0,1,1,15001,1,1,0,0.0,8,1,1,7182.391846,7.0,0,18691.34193,2,29140.97118,0,7,7,2015
29,0,1.0,82,33680,1,0,1,85071,4,1,0,0.0,79,1,1,5934.812855,5.0,0,17634.45028,5,23838.94659,0,10,14,2016
51,1,1.0,77,39324,1,1,0,20129,1,0,2,1.0,50,0,1,4885.87089,7.0,2,17652.64403,6,4856.878297,0,8,25,2015
41,0,1.0,28,37126,0,0,1,85041,3,0,0,0.0,57,2,0,7530.946704999999,8.0,0,11293.13328,3,17279.57843,0,9,1,2016
43,0,1.0,72,37625,1,0,0,50028,6,1,0,0.0,98,0,0,8678.724992,2.0,0,35175.40725,3,18005.85398,1,1,24,2016
48,1,0.0,48,38730,1,1,1,80022,3,2,6,0.0,59,0,1,5850.391941,4.0,2,28819.93477,6,21610.29059,0,11,10,2016
60,1,1.0,61,40961,1,1,0,50054,0,1,0,1.0,87,2,0,5087.526983,3.0,1,15029.89674,2,27737.98307,0,9,7,2015
23,0,1.0,89,31352,0,0,1,50026,0,1,3,1.0,51,1,1,2557.531482,6.0,2,12226.49422,5,9828.303305,0,3,7,2016
34,0,1.0,98,35269,0,1,0,50023,5,2,1,0.0,100,2,1,6889.008681,3.0,1,11597.63493,6,32254.237,0,3,7,2015
41,1,0.0,75,37148,1,1,1,20112,6,0,0,0.0,69,2,1,3740.074832,5.0,2,37371.95176,5,10376.47181,1,8,16,2015
25,0,1.0,90,32185,1,0,1,80027,6,2,2,0.0,0,2,1,8164.871786,5.0,0,16066.81908,5,22243.18451,0,8,30,2015
20,1,1.0,76,29945,0,0,1,80101,2,2,0,0.0,94,1,0,2888.547501,5.0,0,30379.815810000004,4,9150.809282,0,8,17,2016
39,1,1.0,85,36643,0,0,0,15052,5,2,3,0.0,19,0,1,2249.284584,10.0,0,15984.22712,5,11573.48056,0,1,23,2016
39,0,0.0,51,36626,1,0,1,20101,6,1,1,1.0,28,2,0,2627.139763,5.0,2,25420.22194,5,21408.12661,0,11,13,2016
36,0,1.0,64,35843,1,0,0,20144,0,1,1,0.0,81,0,1,7469.023918000001,3.0,0,18513.94949,2,16001.40085,0,1,11,2016
67,0,0.0,76,42067,0,0,1,15059,1,1,1,0.0,60,0,0,7293.02134,2.0,1,24212.89849,6,23210.15536,0,1,20,2015
43,1,1.0,91,37621,1,1,1,20142,3,0,1,0.0,73,0,1,4373.354889,5.0,0,29200.02789,3,17635.56223,0,12,29,2016
28,1,1.0,85,33319,1,0,1,80003,2,1,0,1.0,44,1,0,2993.078042,9.0,1,27836.22824,2,17740.51465,0,1,13,2016
46,1,1.0,33,38304,1,0,0,15027,1,1,0,0.0,99,2,1,6407.695411,5.0,0,21201.05837,1,10315.85027,0,9,20,2016
28,0,1.0,93,33329,1,0,1,50022,0,0,1,0.0,61,1,1,3677.058745,6.0,0,30948.73627,6,25707.01444,1,7,13,2015
51,0,1.0,76,39334,0,0,1,85078,0,0,0,0.0,87,2,0,3114.857808,4.0,0,28558.53973,3,20057.86217,0,11,30,2015
40,0,1.0,61,36888,1,1,0,85072,4,1,0,0.0,1,2,1,5287.636820000001,2.0,2,37355.88955,3,15172.19188,1,7,8,2016
36,0,1.0,75,35817,1,1,0,80025,4,0,2,0.0,4,2,1,1244.481932,8.0,2,13000.43906,6,39874.438180000005,0,1,9,2015
52,0,1.0,64,39515,1,1,0,85033,4,2,0,0.0,64,0,0,4350.071815,7.0,2,37097.77452,4,29723.38569,0,9,30,2016
33,0,1.0,86,34957,0,1,0,15012,1,1,0,0.0,95,2,1,7572.303456999999,5.0,0,5795.195256,4,36425.76412,0,9,27,2016
52,0,1.0,55,39523,1,0,0,85077,6,1,2,0.0,22,0,1,6876.812623000001,6.0,0,38795.0803,4,24935.05322,0,7,26,2015
33,0,1.0,76,34965,1,0,1,20109,0,1,1,1.0,88,0,1,8315.767087,6.0,2,40353.81964,3,12769.15895,0,3,23,2015
50,1,1.0,88,39138,1,1,0,20117,6,1,0,0.0,4,0,0,2527.393374,6.0,2,18288.90122,1,39687.33038,0,9,13,2015
53,1,1.0,92,39718,0,1,1,50039,3,1,0,0.0,84,0,1,4517.530331,4.0,1,4406.735553,0,16001.10532,0,3,19,2015
37,0,0.0,61,36104,1,0,1,20111,0,1,3,1.0,99,2,1,4456.394015,6.0,1,10611.33112,1,23501.82957,0,7,27,2015
44,1,1.0,63,37824,0,0,0,50008,3,0,1,0.0,78,0,1,1846.077248,7.0,2,13786.79561,2,54438.79309,0,4,7,2016
61,0,1.0,63,41116,1,1,0,15012,6,2,0,0.0,77,0,0,2431.730665,5.0,1,23082.03412,6,21139.60971,0,2,8,2015
59,1,0.0,75,40791,1,0,0,80041,5,0,0,0.0,55,0,1,4903.149475,2.0,2,5245.1085840000005,1,10050.62002,0,5,28,2016
38,0,1.0,69,36371,1,1,1,80010,5,2,0,0.0,8,0,0,5320.467399,9.0,1,20436.850130000003,6,25298.98084,0,4,9,2016
42,1,1.0,52,37369,1,1,1,20103,1,1,0,0.0,33,0,1,7269.475746999999,4.0,0,29478.41693,5,48539.63392,1,3,8,2016
46,0,1.0,76,38287,0,1,1,80031,6,1,0,1.0,14,0,0,7596.216312,4.0,1,10144.50293,4,18549.22928,1,2,1,2015
74,1,1.0,77,43027,0,0,1,50025,1,1,0,0.0,80,0,0,3998.617558,1.0,1,34487.07488,5,23816.52789,0,6,30,2015
32,0,1.0,90,34665,1,1,0,50009,1,2,0,0.0,17,2,0,4778.255477000001,9.0,1,6158.46212,6,6662.48866,0,6,9,2015
35,0,1.0,92,35563,1,1,0,50003,0,1,1,1.0,0,0,1,3373.76368,5.0,1,24651.22151,4,17502.14731,0,4,11,2016
